ime,ulica,mesto,posta,regija,koordinate,center,dolzina,trajanje,pot
AS MOJSTER D.O.O.,Tomačevska cesta 46,Ljubljana,1000 Ljubljana,OSREDNJESLOVENSKA,46.07862642;14.53564556,0,14.31,10,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;5.45--LJ. - TOMAČEVO;0.21--CESTA JANEZA PORENTE;0.1--RONDO TOMAČEVO;0.24--LJ. - TOMAČEVO;0.12--;0.45--TOMAČEVSKA CESTA;0.13
AVTO B DOMEN BENEDIK S.P.,Vrhovci,cesta VIII 8,1000 Ljubljana,OSREDNJESLOVENSKA,45.50838688;15.32400357,0,118.76,85,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;57.09--NOVO MESTO - VZHOD;0.11--PRIKLJUČEK NOVO MESTO - VZHOD;0.23--NA BREZOVICI;0.33--ZAGREBŠKA CESTA;0.97--ANDRIJANIČEVA CESTA;1.05--LEVIČNIKOVA CESTA;1.77--BELOKRANJSKA CESTA;2.65--ČRMOŠNJICE PRI STOPIČAH;1.5--DOLNJA TEŽKA VODA;1.48--KOROŠKA VAS;1.82--VINJA VAS;5.51--PRELAZ VAHTA;0.41--IGLENIK;0.66--JUGORJE PRI METLIKI;1.36--BOŽIČ VRH;0.38--ŠKEMLJEVEC;0.49--DOLE;0.03--MAČKOVEC PRI SUHORJU;0.02--DOLE;1.34--HRAST PRI JUGORJU;0.97--BEREČA VAS;0.88--DOLNJI SUHOR PRI METLIKI;0.34--BEREČA VAS;1.11--BUŠINJA VAS;0.3--DOLNJA LOKVICA;0.91--GORNJA LOKVICA;0.32--TRNOVEC;1.24--METLIKA;0.04--BOČKA;1.32--CESTA XV. BRIGADE;1.13--METLIKA;0.58--KRIŽEVSKA VAS;2.13--PRIMOSTEK;1.08--GRM PRI PODZEMLJU;0.38--OTOK;0.05--GRM PRI PODZEMLJU;0.8--PODZEMELJ;1.25--ŠKRILJE;0.83--KRASINEC;2.6--GRIBLJE;2.15--DRAGOŠI;0.8--FUČKOVCI;1.33--JANKOVIČI;0.1--FUČKOVCI;0.06--JANKOVIČI;0.15--DOLENJCI;1.29--PURGA;0.91--ADLEŠIČI;0.97--GORENJCI PRI ADLEŠIČIH;0.96--VRHOVCI;0.2
AVTO BENČIČ PRODAJA IN SERVIS PRIMOŽ BENČIČ S.P.,Jevnica 72,Jevnica,1281 Kresnice,OSREDNJESLOVENSKA,46.08128167;14.73948636,0,33.14,24,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;1.99--ŠENTJAKOB;0.26--ZASAVSKA CESTA;0.37--BRINJE;0.98--BERIČEVO;1.5--VIDEM;0.46--ZABORŠT PRI DOLU;1.23--DOL PRI LJUBLJANI;0.29--PODGORA PRI DOLSKEM;1.07--DOLSKO;0.71--PETELINJE;0.14--DOLSKO;0.53--KAMNICA;0.42--DOLSKO;1.98--SENOŽETI;2.35--JEVNICA;0.66
"AVTO KLEMENČIČ, D.O.O.,",Podpeška cesta 423,Notranje Gorice,1357 Notranje Gorice,OSREDNJESLOVENSKA,45.98564118;14.40046629,0,5.08,6,TRŽAŠKA CESTA;0.31--PODPEŠKA CESTA;4.77
"AVTO MESOJEDEC, STORITVE IN TRGOVINA D.O.O.",Vodovodna cesta 92 A,Ljubljana,1000 Ljubljana,OSREDNJESLOVENSKA,46.07629392;14.50485627,0,13.69,10,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;4.42--LJ. - BEŽIGRAD;0.19--;0.06--DUNAJSKA CESTA;0.76--TOLSTOJEVA ULICA;0.46--SLOVENČEVA ULICA;0.19
AVTOCENTER BOKALJ JANEZ BOKALJ S.P.,Zajelše 44,Zajelše,1262 Dol pri Ljubljani,OSREDNJESLOVENSKA,46.09399317;14.6500879,0,25.82,18,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;1.99--ŠENTJAKOB;0.26--ZASAVSKA CESTA;0.37--BRINJE;0.98--BERIČEVO;1.5--VIDEM;0.46--ZABORŠT PRI DOLU;1.23--DOL PRI LJUBLJANI;0.29--PODGORA PRI DOLSKEM;0.03--ZAJELŠE;0.51
AVTOCENTER MARTIN STIPIČ S.P.,Zaloška cesta 179,Ljubljana,1000 Ljubljana,OSREDNJESLOVENSKA,46.05587321;14.56377679,0,18.46,12,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A1;4.94--LJ. - VZHOD;0.26--ZALOŠKA CESTA;0.89
AVTOCENTER VELIĆ AVTOSERVIS ZLATAN VELIĆ S.P.,Stegne 15,Ljubljana,1000 Ljubljana,OSREDNJESLOVENSKA,46.08553333;14.48407183,0,12.38,9,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;2.8--IND. CONA ŠIŠKA;0.32--LITOSTROJSKA CESTA;0.53--KOROTANSKA ULICA;0.45--KUHLJEVA CESTA;0.5--STEGNE;0.17
AVTOELEKTRIKA POMOČ NA CESTI IGOR SVETEK S.P.,Sadinja vas 81,Sadinja vas,1261 Ljubljana - Dobrunje,OSREDNJESLOVENSKA,46.02462997;14.61065015,0,19.87,15,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A1;3.64--LJ. - BIZOVIK;0.31--LITIJSKA CESTA;0.71--CESTA II. GRUPE ODREDOV;1.94--SADINJA VAS;0.9
AVTOGUME NIKOLA VUJASINOVIĆ S.P.,Pod hribom 3,Ljubljana,1000 Ljubljana,OSREDNJESLOVENSKA,46.06641536;14.48653726,0,10.64,8,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;1.2--LJ. - DRAVLJE;0.23--VODNIKOVA CESTA;1.59
AVTOKLINIKA CIRIL D.O.O.,Šmartinska cesta 154,Ljubljana,1000 Ljubljana,OSREDNJESLOVENSKA,46.06975136;14.54838818,0,16.18,11,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;7.67--LJ. - NOVE JARŠE;0.25--CLEVELANDSKA ULICA;0.1--ŠMARTINSKA CESTA;0.55
AVTOLIČARSTVO IGOR KERŠIČ S.P.,Ižanska cesta 379,Ljubljana,1000 Ljubljana,OSREDNJESLOVENSKA,46.00792814;14.51512294,0,11.47,9,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;5.57--LJ. - RUDNIK;0.14--PRIKLJUČEK LJ. - RUDNIK;0.15--PERUZZIJEVA ULICA;0.64--IŽANSKA CESTA;0.84
"AVTOMEHANIKA KUCLAR, STORITVE IN TRGOVINA, D.O.O.",Celovška cesta 206,Ljubljana,1000 Ljubljana,OSREDNJESLOVENSKA,46.07978973;14.48137121,0,10.63,8,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;1.69--LJ. - SEVER;0.2--KAVADARSKA CESTA;0.17--CELOVŠKA CESTA;0.02--PRIKLJUČEK LJ. - SEVER;0.14--CELOVŠKA CESTA;0.28--CESTA LJUBLJANSKE BRIGADE;0.07--CELOVŠKA CESTA;0.25--;0.12--CELOVŠKA CESTA;0.08
AVTOMEHANIKA MATJAŽ KLOPČIČ S.P.,Vevška cesta 2 A,Ljubljana,1260 Ljubljana - Polje,OSREDNJESLOVENSKA,46.05351184;14.5846405,0,18.4,12,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A1;4.94--LJ. - VZHOD;0.26--ZALOŠKA CESTA;0.83
"AVTOMEHANIKA, VULKANIZERSTVO IN KMETIJSKA MEHANIZACIJA ANDREJ KLANČAR S.P.",Videm 29 D,Videm,1312 Videm - Dobrepolje,OSREDNJESLOVENSKA,45.85110922;14.69199884,0,38.97,29,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;9.8--GROSUPLJE;0.15--PRIKLJUČEK GROSUPLJE;0.14--LJUBLJANSKA CESTA;1.48--ADAMIČEVA CESTA;0.27--CESTA NA KRKO;0.95--PRAPROČE PRI GROSUPLJEM;0.41--VELIKO MLAČEVO;1.42--MALO MLAČEVO;0.84--ZAGRADEC PRI GROSUPLJEM;0.02--MALO MLAČEVO;0.1--ZAGRADEC PRI GROSUPLJEM;0.01--MALO MLAČEVO;0.03--ZAGRADEC PRI GROSUPLJEM;0.02--MALO MLAČEVO;0.48--ZAGRADEC PRI GROSUPLJEM;0.02--MALO MLAČEVO;0.81--ZAGRADEC PRI GROSUPLJEM;0.11--MALO MLAČEVO;0.22--PREDOLE;0.03--MALO MLAČEVO;0.02--PREDOLE;0.51--VELIKA RAČNA;0.01--PREDOLE;0.04--VELIKA RAČNA;1.58--MALA RAČNA;0.51--ČUŠPERK;2.14--ZDENSKA VAS;0.02--MALA ILOVA GORA;0.07--ZDENSKA VAS;0.09--MALA ILOVA GORA;0.09--ZDENSKA VAS;3.26--CESTA;0.07--VIDEM;0.92
"AVTOMEHANIKA-GAŠPER PETEK, S.P.",Podgorje 122 B,Podgorje,1241 Kamnik,OSREDNJESLOVENSKA,46.2023555;14.5764502,0,28.81,21,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;17.11--VODICE;0.18--PRIKLJUČEK VODICE;0.25--ŠKOFJELOŠKA CESTA;0.28--VODICE;0.03--KOPITARJEV TRG;0.17--VODIŠKA CESTA;0.87--VODICE;0.49--BUKOVICA PRI VODICAH;0.21--BREG PRI KOMENDI;0.24--ŽEJE PRI KOMENDI;2.16--MOSTE;1.88--KRIŽ;0.91--PODGORJE;0.34--KORENOVA CESTA;0.06
"AVTOMOJSTER, D.O.O.",Cesta Dolomitskega odreda 137,Ljubljana,1000 Ljubljana,OSREDNJESLOVENSKA,46.04227685;14.45184854,0,4.5,5,TRŽAŠKA CESTA;2.13--CESTA NA KLJUČ;1.61--CESTA DOLOMITSKEGA ODREDA;0.76
"AVTOSERVIS GREGORC, D.O.O.",Steletova ulica 2,Mengeš,1234 Mengeš,OSREDNJESLOVENSKA,46.17246289;14.57561672,0,25.04,20,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;5.45--LJ. - TOMAČEVO;0.21--CESTA JANEZA PORENTE;0.1--RONDO TOMAČEVO;0.44--ŠTAJERSKA CESTA;3.98--LJUBLJANSKA CESTA;1.83--TRZIN;0.71--ŠTAJERSKA CESTA;0.01--MENGEŠKA CESTA;1.32--TESTENOVA ULICA;1.2--SLOVENSKA CESTA;1.52--GLAVNI TRG;0.11--KOLODVORSKA CESTA;0.04--KAMNIŠKA CESTA;0.52
AVTOSERVIS JERŠINOVIČ JERNEJ JERŠINOVIČ S.P.,Voljčeva cesta 11 A,Vrhnika,1360 Vrhnika,OSREDNJESLOVENSKA,45.96244001;14.29036438,0,15.41,10,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.31--A1;12.1--VRHNIKA;0.27--PRIKLJUČEK VRHNIKA;0.21--LJUBLJANSKA CESTA;0.28--TRŽAŠKA CESTA;0.51--CESTA 6. MAJA;0.28--NA KLISU;0.21--VOLJČEVA CESTA;0.07
"AVTOSERVIS JOŽE ZABUKOVEC ML., S.P.",Mala Slevica 26 A,Mala Slevica,1315 Velike Lašče,OSREDNJESLOVENSKA,45.81496166;14.62704652,0,42.21,34,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;5.54--ŠMARJE-SAP;0.41--MALI VRH PRI ŠMARJU;0.07--RIMSKA CESTA;0.1--TLAKE;1.24--ŠMARSKA CESTA;0.78--KOČEVSKA CESTA;1.51--GUMNIŠČE;1.14--KOČEVSKA CESTA;2.03--SMRJENE;1.8--KOČEVSKA CESTA;1.69--VRH NAD ŽELIMLJAMI;0.87--ŽELIMLJE;0.01--VRH NAD ŽELIMLJAMI;0.37--ŽELIMLJE;0.66--VELIKI LOČNIK;0.78--TURJAK;0.15--MALI LOČNIK;1.34--SLOKA GORA;0.19--TURJAK;1.63--PRAZNIKI;0.12--LAPORJE;0.96--RAŠICA;1.75--MALE LAŠČE;1.24--VELIKE LAŠČE;0.32--TRUBARJEVA CESTA;0.64--CEREJA;1.43--MEDVEDJEK;0.68--MALA SLEVICA;0.42
"AVTOSERVIS KASTELIC, DEJAN KASTELIC S.P.",Brodarska ulica 15,Litija,1270 Litija,OSREDNJESLOVENSKA,46.05936987;14.83644565,0,48.23,36,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;1.99--ŠENTJAKOB;0.26--ZASAVSKA CESTA;0.37--BRINJE;0.98--BERIČEVO;1.5--VIDEM;0.46--ZABORŠT PRI DOLU;1.23--DOL PRI LJUBLJANI;0.29--PODGORA PRI DOLSKEM;1.07--DOLSKO;0.71--PETELINJE;0.14--DOLSKO;0.53--KAMNICA;0.42--DOLSKO;1.98--SENOŽETI;3.71--RIBČE;3.19--VERNEK;2.83--ZGORNJI HOTIČ;1.0--SPODNJI HOTIČ;1.72--ZGORNJI LOG;1.75--LITIJA;2.21--LJUBLJANSKA CESTA;0.81--LITIJA;0.18--ZASAVSKA CESTA;0.38--BRODARSKA ULICA;0.31
AVTOSERVIS KOGOVŠEK D.O.O.,Vodnikova cesta 267,Ljubljana,1000 Ljubljana,OSREDNJESLOVENSKA,46.08103325;14.47186921,0,9.84,8,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;1.2--LJ. - DRAVLJE;0.23--VODNIKOVA CESTA;0.07--REGENTOVA CESTA;0.51--KORENČANOVA ULICA;0.15--VODNIKOVA CESTA;0.07
AVTOSERVIS ROMAN PRAŠNIKAR S.P.,Prevalje 2,Prevalje,1225 Lukovica,OSREDNJESLOVENSKA,46.15151854;14.67614862,0,32.68,21,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;11.15--KRTINA;0.18--PRIKLJUČEK KRTINA;0.03--KRTINA;1.13--BREZJE PRI DOBU;0.56--STUDENEC PRI KRTINI;0.58--ŠKOCJAN;0.85
AVTOSERVIS ŠPAN D.O.O.,Galjevica 11 A,Ljubljana,1000 Ljubljana,OSREDNJESLOVENSKA,46.03465054;14.52138838,0,12.89,10,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;5.57--LJ. - RUDNIK;0.14--PRIKLJUČEK LJ. - RUDNIK;0.15--PERUZZIJEVA ULICA;1.72--DOLENJSKA CESTA;0.93--RAKOVNIŠKA ULICA;0.01--GALJEVICA;0.24
"AVTOSERVIS, JOŽE JAKOŠ S.P.",Črna vas 187 D,Črna vas,1000 Ljubljana,OSREDNJESLOVENSKA,46.00451277;14.48891581,0,12.78,10,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;5.57--LJ. - RUDNIK;0.14--PRIKLJUČEK LJ. - RUDNIK;0.15--PERUZZIJEVA ULICA;0.64--ČRNA VAS;2.15
AVTOSTORITVE ZAJEC D.O.O.,Dolenjska cesta 386,Lavrica,1291 Škofljica,OSREDNJESLOVENSKA,45.99624627;14.5592732,0,14.98,11,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;7.38--LJ. - JUG;0.15--PRIKLJUČEK LJ. - JUG;0.6--DOLENJSKA CESTA;2.73
"AVTO-SVETEK STUDENEC, D.O.O.",Studenec 11,Ljubljana,1260 Ljubljana - Polje,OSREDNJESLOVENSKA,46.05543879;14.57029374,0,17.91,11,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A1;4.94--LJ. - VZHOD;0.26--ZALOŠKA CESTA;0.28--STUDENEC;0.06
AVTOTREND D.O.O.,Ulica Lojzke Štebijeve 7,Ljubljana,1000 Ljubljana,OSREDNJESLOVENSKA,46.0278231;14.50477089,0,9.88,8,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;3.47--LJ. - CENTER;0.14--PRIKLJUČEK LJ. - CENTER;0.21--BARJANSKA CESTA;1.02--POT NA RAKOVO JELŠO;0.91
"CETIX PODJETJE ZA TRGOVINO IN STORITVE D.O.O.,",Plemljeva ulica 2,Ljubljana,1210 Ljubljana - Šentvid,OSREDNJESLOVENSKA,46.10239554;14.46063273,0,11.52,8,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;6.17--LJ. ŠENTVID;1.04--CELOVŠKA CESTA;0.36--KOSMAČEVA ULICA;0.21--PLEMLJEVA ULICA;0.13
CVETKOVIČ D.O.O.,Javor 33 B,Javor,1261 Ljubljana - Dobrunje,OSREDNJESLOVENSKA,46.02617106;14.66292687,0,24.93,20,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A1;3.64--LJ. - BIZOVIK;0.31--LITIJSKA CESTA;2.57--SOSTRSKA CESTA;0.08--LITIJSKA CESTA;2.11--ZAGRADIŠČE;1.0--LJUBLJANA;0.01--BESNICA;0.25--ZAGRADIŠČE;1.18--JAVOR;1.41
CVETKOVIČ D.O.O.,Hladilniška pot 35,Ljubljana,1000 Ljubljana,OSREDNJESLOVENSKA,46.06200129;14.60651124,0,20.95,15,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A1;4.94--LJ. - VZHOD;0.26--ZALOŠKA CESTA;3.01--POT NA HREŠE;0.27--HLADILNIŠKA POT;0.11
"ČREŠNIK D.O.O.,",Spodnja Senica 20,Spodnja Senica,1215 Medvode,OSREDNJESLOVENSKA,46.14971529;14.38884119,0,19.92,18,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;6.17--LJ. ŠENTVID;1.04--CELOVŠKA CESTA;1.09--LJUBLJANA;0.14--DVOR;0.02--LJUBLJANA;0.2--DVOR;0.25--STANEŽIČE;1.34--MEDNO;1.59--SENIČICA;0.12--GORENJSKA CESTA;2.62--FINŽGARJEVA ULICA;0.39--;0.26--CESTA NA SENICO;0.26--LADJA;0.19--SPODNJA SENICA;0.65
"FAMM COMMERCE, TRGOVINA IN STORITVE D.O.O.",Obrtna cona Logatec 10 A,Logatec,1370 Logatec,OSREDNJESLOVENSKA,45.91310722;14.24272918,0,23.32,13,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.31--A1;20.4--LOGATEC;1.43
GAS GOSTIČ AVTOSERVIS DAVID GOSTIČ S.P.,Zaboršt 24,Prevoje pri Šentvidu,1225 Lukovica,OSREDNJESLOVENSKA,46.16490448;14.66897432,0,32.89,21,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;11.15--KRTINA;0.18--PRIKLJUČEK KRTINA;0.03--KRTINA;0.87--PREVOJE PRI ŠENTVIDU;0.74--DUNAJSKA CESTA;0.78--PREVOJE PRI ŠENTVIDU;0.55--ZABORŠT;0.4
GRDADOLNIK MIHAEL S.P.,Tržaška cesta 335 A,Ljubljana,1000 Ljubljana,OSREDNJESLOVENSKA,46.03024624;14.44419054,0,2.24,3,TRŽAŠKA CESTA;2.24
GRGIČ STANE S.P.,Zajčeva cesta 5,Komenda,1218 Komenda,OSREDNJESLOVENSKA,46.20729575;14.54131871,0,27.66,20,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;17.11--VODICE;0.18--PRIKLJUČEK VODICE;0.25--ŠKOFJELOŠKA CESTA;0.28--VODICE;0.03--KOPITARJEV TRG;0.17--VODIŠKA CESTA;0.87--VODICE;0.49--BUKOVICA PRI VODICAH;0.21--BREG PRI KOMENDI;0.24--ŽEJE PRI KOMENDI;2.16--MOSTE;0.48--GLAVARJEVA CESTA;1.29--ZAJČEVA CESTA;0.27
GRIM AVTOMEHANIK ROBERT GORJUP S.P.,Koliška ulica 18,Vir,1230 Domžale,OSREDNJESLOVENSKA,46.15174151;14.61133856,0,28.7,18,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;7.64--DOMŽALE;0.11--PRIKLJUČEK DOMŽALE;0.1--ZABORŠT;0.29--VIRSKA CESTA;0.57--PODREČJE;0.48--VIRSKA CESTA;0.76--;0.47--KOLIŠKA ULICA;0.08
GROŠ D.O.O.,Zasavska cesta 74,Ljubljana,1231 Ljubljana - Črnuče,OSREDNJESLOVENSKA,46.09824432;14.55468812,0,18.04,13,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;5.45--LJ. - TOMAČEVO;0.21--CESTA JANEZA PORENTE;0.1--RONDO TOMAČEVO;0.44--ŠTAJERSKA CESTA;2.81--ZASAVSKA CESTA;1.42
"GT-COM D.O.O.,",Gospodinjska ulica 8,Ljubljana,1000 Ljubljana,OSREDNJESLOVENSKA,46.06999137;14.48742205,0,10.87,8,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;1.69--LJ. - SEVER;0.2--KAVADARSKA CESTA;0.19--CELOVŠKA CESTA;1.01--GOSPODINJSKA ULICA;0.16
HITRI SERVIS CASERMAN PETER CASERMAN S.P.,Pod Hruševco 14,Vrhnika,1360 Vrhnika,OSREDNJESLOVENSKA,45.974424;14.29899994,0,15.06,9,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.31--A1;12.1--VRHNIKA;0.27--PRIKLJUČEK VRHNIKA;0.21--LJUBLJANSKA CESTA;0.43--KOLODVORSKA ULICA;0.21--POD HRUŠEVCO;0.35
HRIBAR IN HRIBAR D.O.O.,Šmartinska cesta 240,Ljubljana,1260 Ljubljana - Polje,OSREDNJESLOVENSKA,46.07785031;14.56986199,0,17.41,12,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;7.67--LJ. - NOVE JARŠE;0.25--CLEVELANDSKA ULICA;0.08--ŠMARTINSKA CESTA;1.79
"ISTENIČ - AVTOSERVIS DRUŽBA ZA STORITVE, TRGOVINO IN POSREDOVANJE, D.O.O.",Podpeška cesta 153,Vnanje Gorice,1351 Brezovica pri Ljubljani,OSREDNJESLOVENSKA,46.00813908;14.41338206,0,2.19,3,TRŽAŠKA CESTA;0.31--PODPEŠKA CESTA;1.88
JEKLOTRONIK D.O.O.,Ljubljanska cesta 12,Litija,1270 Litija,OSREDNJESLOVENSKA,45.64107302;14.85788296,0,69.63,59,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;5.54--ŠMARJE-SAP;0.41--MALI VRH PRI ŠMARJU;0.07--RIMSKA CESTA;0.1--TLAKE;1.24--ŠMARSKA CESTA;0.78--KOČEVSKA CESTA;1.51--GUMNIŠČE;1.14--KOČEVSKA CESTA;2.03--SMRJENE;1.8--KOČEVSKA CESTA;1.69--VRH NAD ŽELIMLJAMI;0.87--ŽELIMLJE;0.01--VRH NAD ŽELIMLJAMI;0.37--ŽELIMLJE;0.66--VELIKI LOČNIK;0.78--TURJAK;0.15--MALI LOČNIK;1.34--SLOKA GORA;0.19--TURJAK;1.63--PRAZNIKI;0.12--LAPORJE;0.96--RAŠICA;1.75--MALE LAŠČE;1.24--VELIKE LAŠČE;0.32--TRUBARJEVA CESTA;1.21--VELIKE LAŠČE;0.27--SROBOTNIK PRI VEL. LAŠČAH;0.08--VELIKE LAŠČE;0.05--SROBOTNIK PRI VEL. LAŠČAH;0.23--DOLNJE RETJE;0.56--GORNJE RETJE;0.58--PRILESJE;1.34--GORENJE PODPOLJANE;0.28--PRILESJE;0.05--GORENJE PODPOLJANE;0.2--DOLENJE PODPOLJANE;0.78--PRAPROČE;0.4--ORTNEK;1.12--DULE;0.03--ORTNEK;0.03--DULE;0.05--ORTNEK;1.28--DULE;0.3--ORTNEK;0.29--VIADUKT ŽLEBIČ;0.1--ŽLEBIČ;1.37--BREŽE;0.57--CESTA I;1.07--BREG PRI RIBNICI NA DOL.;0.67--GORENJSKA CESTA;1.31--KOLODVORSKA ULICA;0.06--ŠKRABČEV TRG;0.37--ŠEŠKOVA ULICA;0.15--HROVAČA;0.6--GORIČA VAS;1.07--NEMŠKA VAS;0.84--PRIGORICA;0.97--ZA VODO;0.34--DOLENJA VAS;1.96--RAKITNICA;0.38--DOLENJA VAS;0.37--GORNJE LOŽINE;1.96--DOLNJE LOŽINE;0.14--GORNJE LOŽINE;0.33--DOLNJE LOŽINE;0.51--NOVE LOŽINE;0.13--MRTVICE;0.05--NOVE LOŽINE;0.01--MRTVICE;1.87--SLOVENSKA VAS;0.13--STARA CERKEV;0.11--SLOVENSKA VAS;0.29--STARA CERKEV;0.13--SLOVENSKA VAS;0.5--BREG PRI KOČEVJU;0.99--PODJETNIŠKO NASELJE KOČEVJE;0.59--LJUBLJANSKA CESTA;0.48--KOČEVJE;0.0--LJUBLJANSKA CESTA;0.21--KOLODVORSKA CESTA;0.07--KAJUHOVO NASELJE;0.27--KOLODVORSKA CESTA;0.14--LJUBLJANSKA CESTA;0.32
